Year;Country;pais_iso;continente;ECI;ECI+
1979;Jamaica;jam;na;-0.108446;-0.510611
1979;Mexico;mex;na;0.533398;1.00008
1979;Nicaragua;nic;na;-0.105189;-0.221727
1979;Panama;pan;na;0.133036;0.333762
1979;El Salvador;slv;na;0.286214;0.48167
1979;Trinidad and Tobago;tto;na;-0.395649;0.086571
1979;United States;usa;na;1.50259;1.64906
1979;Australia;aus;oc;-0.044982;0.549889
1979;New Zealand;nzl;oc;0.293272;0.518659
1979;Argentina;arg;sa;-0.030212;0.477958
1979;Bolivia;bol;sa;-1.14398;-1.26629
1979;Brazil;bra;sa;-0.106942;0.570188
1979;Chile;chl;sa;-0.300832;-0.206659
1979;Colombia;col;sa;-0.15778;0.257233
1979;Ecuador;ecu;sa;-1.11174;-0.827282
1979;Peru;per;sa;-0.220861;-0.106627
1979;Paraguay;pry;sa;-0.767292;-0.663241
1979;Uruguay;ury;sa;0.33441;0.45586
1979;Venezuela;ven;sa;-1.04601;-0.051833
1980;Angola;ago;af;-1.43557;-1.57506
1980;Cote d'Ivoire;civ;af;-1.08692;-0.825648
1980;Cameroon;cmr;af;-1.34147;-1.20028
1980;Democratic Republic of the Congo;cod;af;-1.49539;-1.37315
1980;Republic of the Congo;cog;af;-1.19202;-1.33185
1980;Algeria;dza;af;-0.754751;-0.411458
1980;Egypt;egy;af;-0.377018;-0.073303
1980;Ethiopia;eth;af;-1.17153;-1.59738
1980;Gabon;gab;af;-1.37809;-1.6143
1980;Ghana;gha;af;-1.07721;-1.60037
1980;Guinea;gin;af;-1.76414;-2.91532
1980;Kenya;ken;af;-0.319034;-0.397002
1980;Morocco;mar;af;-0.167354;-0.424834
1980;Madagascar;mdg;af;-1.10889;-1.45057
1980;Mozambique;moz;af;-0.580247;-0.223785
1980;Mauritania;mrt;af;-1.24662;-2.21891
1980;Nigeria;nga;af;-2.36218;-1.6955
1980;Sudan;sdn;af;-1.25879;-1.40414
1980;Senegal;sen;af;-0.502146;-1.03394
1980;Togo;tgo;af;-1.31044;-1.81379
1980;Tunisia;tun;af;-0.078853;0.000959
1980;Tanzania;tza;af;-0.88241;-1.23247
1980;South Africa;zaf;af;-0.085272;0.28864
1980;Zambia;zmb;af;-0.732815;-0.98912
1980;Zimbabwe;zwe;af;-0.514413;-0.538686
1980;United Arab Emirates;are;as;0.171413;0.136652
1980;Bangladesh;bgd;as;-0.473513;-1.57043
1980;China;chn;as;0.320765;0.524174
1980;Hong Kong;hkg;as;0.899815;0.966297
1980;Indonesia;idn;as;-1.66024;-0.776277
1980;India;ind;as;0.27281;0.28286
1980;Iran;irn;as;-1.38935;-0.90559
1980;Israel;isr;as;0.841083;0.941381
1980;Jordan;jor;as;0.90679;0.12185
1980;Japan;jpn;as;1.88833;1.76421
1980;Cambodia;khm;as;0.953869;-0.040146
1980;South Korea;kor;as;0.85489;0.905375
1980;Kuwait;kwt;as;0.110441;0.316158
1980;Laos;lao;as;0.013824;-0.225756
1980;Lebanon;lbn;as;0.581226;0.368852
1980;Sri Lanka;lka;as;-0.585217;-0.914718
1980;Burma;mmr;as;-0.807171;-0.945417
1980;Mongolia;mng;as;0.186925;-1.12264
1980;Malaysia;mys;as;-0.364096;0.31527
1980;Oman;omn;as;-0.124307;0.467889
1980;Pakistan;pak;as;-0.115404;-0.085156
1980;Philippines;phl;as;-0.140206;0.049354
1980;Qatar;qat;as;0.307791;-0.130489
1980;Saudi Arabia;sau;as;-2.1413;-0.081941
1980;Singapore;sgp;as;0.160756;0.891092
1980;Syria;syr;as;-0.402598;-0.195528
1980;Thailand;tha;as;-0.178685;-0.029219
1980;Turkey;tur;as;-0.088335;-0.267812
1980;Vietnam;vnm;as;-0.322191;-0.113041
1980;Albania;alb;eu;0.420676;-0.029649
1980;Austria;aut;eu;1.88666;1.53273
1980;Belgium;bel;eu;1.4946;1.36965
1980;Bulgaria;bgr;eu;0.633252;0.590672
1980;Switzerland;che;eu;2.00572;1.57832
1980;Germany;deu;eu;2.0861;1.66259
1980;Denmark;dnk;eu;1.36878;1.24627
1980;Spain;esp;eu;1.06151;1.00134
1980;Finland;fin;eu;1.46544;1.19053
1980;France;fra;eu;1.6675;1.39708
1980;United Kingdom;gbr;eu;1.85741;1.50108
1980;Greece;grc;eu;0.141741;0.344594
1980;Hungary;hun;eu;0.927901;0.743594
1980;Ireland;irl;eu;1.21233;1.16174
1980;Italy;ita;eu;1.64847;1.42382
1980;Netherlands;nld;eu;1.14066;1.22219
1980;Norway;nor;eu;1.02257;0.903204
1980;Poland;pol;eu;0.983217;1.03709
1980;Portugal;prt;eu;0.84277;0.599435
1980;Romania;rou;eu;0.607707;0.780846
1980;Sweden;swe;eu;1.92992;1.45231
1980;Canada;can;na;0.857068;1.41615
1980;Costa Rica;cri;na;0.359232;0.133461
1980;Dominican Republic;dom;na;-0.198638;0.08579
1980;Guatemala;gtm;na;0.103098;-0.000867
1980;Honduras;hnd;na;-0.525357;-0.316134
1980;Jamaica;jam;na;-0.078034;-0.545572
1980;Mexico;mex;na;0.448728;1.10751
1980;Nicaragua;nic;na;-0.110342;0.087951
1980;Panama;pan;na;0.225306;0.439766
1980;El Salvador;slv;na;0.192411;0.39397
1980;Trinidad and Tobago;tto;na;-0.693578;0.04062
1980;United States;usa;na;1.5004;1.59722
1980;Australia;aus;oc;-0.094969;0.544361
1980;New Zealand;nzl;oc;0.287538;0.500716
1980;Argentina;arg;sa;-0.100055;0.461096
1980;Bolivia;bol;sa;-0.904911;-1.13677
1980;Brazil;bra;sa;0.067672;0.674721
1980;Chile;chl;sa;-0.231075;-0.207231
1980;Colombia;col;sa;-0.220389;0.21098
1980;Ecuador;ecu;sa;-0.644096;-0.681487
1980;Peru;per;sa;-0.165561;-0.137129
1980;Paraguay;pry;sa;-0.914223;-0.926603
1980;Uruguay;ury;sa;0.34675;0.501525
1980;Venezuela;ven;sa;-1.36645;0.05051
1981;Angola;ago;af;-1.70915;-1.57298
1981;Cote d'Ivoire;civ;af;-1.02644;-0.825843
1981;Cameroon;cmr;af;-1.50593;-1.2719
1981;Democratic Republic of the Congo;cod;af;-1.57941;-1.52649
1981;Republic of the Congo;cog;af;-1.66323;-1.51637
1981;Algeria;dza;af;-1.0883;-0.598701
1981;Egypt;egy;af;-0.558607;-0.066901
1981;Ethiopia;eth;af;-1.05514;-1.36242
1981;Gabon;gab;af;-1.48457;-1.73833
1981;Ghana;gha;af;-1.16804;-1.67161
1981;Guinea;gin;af;-1.69511;-2.95455
1981;Kenya;ken;af;-0.389878;-0.51386
1981;Morocco;mar;af;-0.167639;-0.435259
1981;Madagascar;mdg;af;-0.979658;-1.37983
1981;Mozambique;moz;af;-0.623075;-0.297387
1981;Mauritania;mrt;af;-1.25527;-1.67731
1981;Nigeria;nga;af;-1.97928;-1.55785
1981;Sudan;sdn;af;-1.14672;-1.44307
1981;Senegal;sen;af;-0.22909;-0.875397
1981;Togo;tgo;af;-1.26752;-1.92697
1981;Tunisia;tun;af;-0.044769;-0.035629
1981;Tanzania;tza;af;-0.881603;-1.22969
1981;South Africa;zaf;af;-0.082639;0.327412
1981;Zambia;zmb;af;-0.51962;-1.27329
1981;Zimbabwe;zwe;af;-0.60849;-0.589122
1981;United Arab Emirates;are;as;-0.075462;0.277517
1981;Bangladesh;bgd;as;-0.58621;-1.64909
1981;China;chn;as;0.320562;0.545848
1981;Hong Kong;hkg;as;0.830525;0.996975
1981;Indonesia;idn;as;-1.64905;-0.71956
1981;India;ind;as;0.282423;0.277726
1981;Iran;irn;as;-1.11731;-0.964431
1981;Israel;isr;as;1.07216;1.09424
1981;Jordan;jor;as;0.758856;0.163074
1981;Japan;jpn;as;1.83755;1.80487
1981;Cambodia;khm;as;1.1079;-0.107777
1981;South Korea;kor;as;0.902423;0.977777
1981;Kuwait;kwt;as;0.150772;0.434892
1981;Laos;lao;as;0.088764;-0.406128
1981;Lebanon;lbn;as;0.587277;0.365856
1981;Sri Lanka;lka;as;-0.603583;-0.855689
1981;Burma;mmr;as;-0.667566;-0.8341
1981;Mongolia;mng;as;0.175424;-1.02373
1981;Malaysia;mys;as;-0.39127;0.334602
1981;Oman;omn;as;-0.036912;0.50133
1981;Pakistan;pak;as;-0.13179;-0.088736
1981;Philippines;phl;as;-0.153217;0.093061
1981;Qatar;qat;as;-0.195983;0.054965
1981;Saudi Arabia;sau;as;-2.17624;-0.043253
1981;Singapore;sgp;as;0.216724;0.930565
1981;Syria;syr;as;-0.359806;-0.271732
1981;Thailand;tha;as;-0.152445;0.02239
1981;Turkey;tur;as;0.064652;-0.173848
1981;Vietnam;vnm;as;-0.349642;-0.173504
1981;Albania;alb;eu;0.242285;-0.283142
1981;Austria;aut;eu;1.84022;1.47472
1981;Belgium;bel;eu;1.49442;1.34704
1981;Bulgaria;bgr;eu;0.681308;0.58843
1981;Switzerland;che;eu;1.92464;1.53012
1981;Germany;deu;eu;2.01825;1.62118
1981;Denmark;dnk;eu;1.35121;1.21674
1981;Spain;esp;eu;1.04731;0.970987
1981;Finland;fin;eu;1.36337;1.14047
1981;France;fra;eu;1.61752;1.37909
1981;United Kingdom;gbr;eu;1.8527;1.52684
1981;Greece;grc;eu;0.317374;0.347483
1981;Hungary;hun;eu;0.950599;0.768235
1981;Ireland;irl;eu;1.27098;1.15383
1981;Italy;ita;eu;1.62263;1.38422
1981;Netherlands;nld;eu;1.15826;1.23332
1981;Norway;nor;eu;0.966306;0.827697
1981;Poland;pol;eu;1.02368;1.02685
1981;Portugal;prt;eu;0.841855;0.59905
1981;Romania;rou;eu;0.648055;0.791482
1981;Sweden;swe;eu;1.93062;1.4239
1981;Canada;can;na;0.94163;1.56544
1981;Costa Rica;cri;na;0.284733;0.08583
1981;Dominican Republic;dom;na;-0.241778;0.164506
1981;Guatemala;gtm;na;0.171701;0.029795
1981;Honduras;hnd;na;-0.524518;-0.281176
1981;Jamaica;jam;na;-0.013388;-0.439167
1981;Mexico;mex;na;0.483624;1.16216
1981;Nicaragua;nic;na;-0.232164;-0.034402
1981;Panama;pan;na;0.37013;0.496457
1981;El Salvador;slv;na;0.293248;0.306625
1981;Trinidad and Tobago;tto;na;-0.282267;-0.040356
1981;United States;usa;na;1.51882;1.5345
1981;Australia;aus;oc;-0.147273;0.554469
1981;New Zealand;nzl;oc;0.417413;0.51895
1981;Argentina;arg;sa;-0.088912;0.450383
1981;Bolivia;bol;sa;-1.03484;-1.17822
1981;Brazil;bra;sa;0.117213;0.627821
1981;Chile;chl;sa;-0.201121;-0.255638
1981;Colombia;col;sa;-0.021815;0.232798
1981;Ecuador;ecu;sa;-0.780416;-0.599769
1981;Peru;per;sa;-0.285008;-0.115127
1981;Paraguay;pry;sa;-0.900972;-0.957484
1981;Uruguay;ury;sa;0.308764;0.474627
1981;Venezuela;ven;sa;-1.35676;0.077643
1982;Angola;ago;af;-1.76865;-1.28833
1982;Cote d'Ivoire;civ;af;-1.16171;-0.892082
1982;Cameroon;cmr;af;-1.30103;-1.04717
1982;Democratic Republic of the Congo;cod;af;-1.49485;-1.52375
1982;Republic of the Congo;cog;af;-1.67642;-1.70126
1982;Algeria;dza;af;-1.11657;-0.647268
1982;Egypt;egy;af;-0.537723;-0.125281
1982;Ethiopia;eth;af;-0.7192;-1.12064
1982;Gabon;gab;af;-1.5229;-1.8507
1982;Ghana;gha;af;-1.40758;-1.80442
1982;Guinea;gin;af;-1.74614;-2.99608
1982;Kenya;ken;af;-0.490322;-0.626555
1982;Morocco;mar;af;-0.136266;-0.38753
1982;Madagascar;mdg;af;-1.25712;-1.44409
1982;Mozambique;moz;af;-0.47178;-0.295975
1982;Mauritania;mrt;af;-0.934538;-1.80556
1982;Nigeria;nga;af;-2.14511;-1.48829
1982;Sudan;sdn;af;-1.06056;-1.46673
1982;Senegal;sen;af;-0.164245;-0.797383
1982;Togo;tgo;af;-1.57902;-2.00127
1982;Tunisia;tun;af;0.097075;-0.019275
1982;Tanzania;tza;af;-0.793757;-1.21827
1982;South Africa;zaf;af;-0.084774;0.337983
1982;Zambia;zmb;af;-0.704497;-1.3365
1982;Zimbabwe;zwe;af;-0.395937;-0.558999
1982;United Arab Emirates;are;as;-0.47584;0.27703
1982;Bangladesh;bgd;as;-0.629682;-1.5056
1982;China;chn;as;0.313648;0.543165
1982;Hong Kong;hkg;as;0.837076;1.00859
1982;Indonesia;idn;as;-1.59288;-0.672449
1982;India;ind;as;0.265235;0.327193
1982;Iran;irn;as;-1.19522;-1.05942
1982;Israel;isr;as;1.08025;1.08113
1982;Jordan;jor;as;0.820758;0.15578
1982;Japan;jpn;as;1.81597;1.76976
1982;Cambodia;khm;as;0.967635;0.227246
1982;South Korea;kor;as;0.885554;0.988787
1982;Kuwait;kwt;as;0.191197;0.385171
1982;Laos;lao;as;-0.015012;-0.878101
1982;Lebanon;lbn;as;0.666476;0.278114
1982;Sri Lanka;lka;as;-0.640165;-0.830458
1982;Burma;mmr;as;-0.694097;-0.854909
1982;Mongolia;mng;as;-0.142225;-1.08609
1982;Malaysia;mys;as;-0.301706;0.366966
1982;Oman;omn;as;-0.719467;0.656544
1982;Pakistan;pak;as;-0.073382;-0.040307
1982;Philippines;phl;as;-0.13915;0.189331
1982;Qatar;qat;as;-0.301367;0.031163
1982;Saudi Arabia;sau;as;-2.17477;0.102224
1982;Singapore;sgp;as;0.277628;0.966342
1982;Syria;syr;as;-0.1311;-0.280061
1982;Thailand;tha;as;-0.174918;0.040333
1982;Turkey;tur;as;0.267097;-0.030357
1982;Vietnam;vnm;as;-0.611483;-0.612507
1982;Albania;alb;eu;0.347362;-0.090735
1982;Austria;aut;eu;1.79374;1.44719
1982;Belgium;bel;eu;1.43398;1.3143
1982;Bulgaria;bgr;eu;0.708309;0.666405
1982;Switzerland;che;eu;1.79668;1.48002
1982;Germany;deu;eu;1.98445;1.54883
1982;Denmark;dnk;eu;1.36344;1.21076
1982;Spain;esp;eu;1.08526;0.960394
1982;Finland;fin;eu;1.43566;1.1475
1982;France;fra;eu;1.64914;1.34444
1982;United Kingdom;gbr;eu;1.82493;1.46907
1982;Greece;grc;eu;0.354312;0.394516
1982;Hungary;hun;eu;0.961064;0.759738
1982;Ireland;irl;eu;1.23034;1.13262
1982;Italy;ita;eu;1.64022;1.35386
1982;Netherlands;nld;eu;1.11056;1.16972
1982;Norway;nor;eu;0.999488;0.839242
1982;Poland;pol;eu;1.01759;1.0714
1982;Portugal;prt;eu;0.910184;0.61419
1982;Romania;rou;eu;0.722751;0.813582
1982;Sweden;swe;eu;1.89183;1.41244
1982;Canada;can;na;0.905164;1.39002
1982;Costa Rica;cri;na;0.214813;0.076594
1982;Dominican Republic;dom;na;-0.242779;0.101858
1982;Guatemala;gtm;na;0.242111;0.106675
1982;Honduras;hnd;na;-0.423259;-0.292237
1982;Jamaica;jam;na;-0.066094;-0.386683
1982;Mexico;mex;na;0.37141;1.14449
1982;Nicaragua;nic;na;-0.194655;-0.137613
1982;Panama;pan;na;0.390468;0.525069
1982;El Salvador;slv;na;0.366672;0.311555
1982;Trinidad and Tobago;tto;na;-0.195771;0.025014
1982;United States;usa;na;1.46216;1.49913
1982;Australia;aus;oc;-0.007137;0.568448
1982;New Zealand;nzl;oc;0.411588;0.596632
1982;Argentina;arg;sa;-0.04017;0.50219
1982;Bolivia;bol;sa;-0.895974;-1.12895
1982;Brazil;bra;sa;0.286643;0.653663
1982;Chile;chl;sa;-0.206138;-0.320213
1982;Colombia;col;sa;0.198478;0.308148
1982;Ecuador;ecu;sa;-0.691914;-0.514266
1982;Peru;per;sa;-0.38563;-0.141161
1982;Paraguay;pry;sa;-0.857857;-0.899225
1982;Uruguay;ury;sa;0.336185;0.447714
1982;Venezuela;ven;sa;-1.04203;0.0645
1983;Angola;ago;af;-2.01443;-1.25777
1983;Cote d'Ivoire;civ;af;-0.930862;-0.754322
1983;Cameroon;cmr;af;-1.15604;-0.778763
1983;Democratic Republic of the Congo;cod;af;-1.5312;-1.54605
1983;Republic of the Congo;cog;af;-1.69718;-1.67774
1983;Algeria;dza;af;-1.18598;-0.476426
1983;Egypt;egy;af;-0.404609;-0.045334
1983;Ethiopia;eth;af;-0.758394;-1.11141
1983;Gabon;gab;af;-1.56763;-1.90144
1983;Ghana;gha;af;-1.09926;-1.46827
1983;Guinea;gin;af;-2.18468;-2.89708
1983;Kenya;ken;af;-0.897006;-0.997969
1983;Morocco;mar;af;-0.156858;-0.357537
1983;Madagascar;mdg;af;-1.36143;-1.54028
1983;Mozambique;moz;af;-0.42297;-0.457185
1983;Mauritania;mrt;af;-1.38224;-1.71544
1983;Nigeria;nga;af;-2.03079;-1.30567
1983;Sudan;sdn;af;-1.08322;-1.55814
1983;Senegal;sen;af;-0.158381;-0.857549
1983;Togo;tgo;af;-1.63595;-1.89361
1983;Tunisia;tun;af;0.092105;0.006162
1983;Tanzania;tza;af;-1.14815;-1.62282
1983;South Africa;zaf;af;-0.113556;0.299806
1983;Zambia;zmb;af;-0.759663;-1.58663
1983;Zimbabwe;zwe;af;-0.738731;-0.701081
1983;United Arab Emirates;are;as;-0.706481;0.422753
1983;Bangladesh;bgd;as;-0.727512;-1.4426
1983;China;chn;as;0.282005;0.60774
1983;Hong Kong;hkg;as;0.922926;1.09287
1983;Indonesia;idn;as;-1.40417;-0.52602
1983;India;ind;as;0.009795;0.315745
1983;Iran;irn;as;-1.27293;-1.12935
1983;Israel;isr;as;1.13583;1.12885
1983;Jordan;jor;as;0.797023;0.29696
1983;Japan;jpn;as;1.85998;1.76356
1983;Cambodia;khm;as;0.93646;0.310958
1983;South Korea;kor;as;0.870192;1.10419
1983;Kuwait;kwt;as;0.16749;0.240062
1983;Laos;lao;as;-0.501314;-1.56874
1983;Lebanon;lbn;as;0.600643;0.215228
1983;Sri Lanka;lka;as;-0.670908;-0.7637
1983;Burma;mmr;as;-0.766736;-0.857413
1983;Mongolia;mng;as;-0.148033;-1.0119
1983;Malaysia;mys;as;-0.158291;0.428276
1983;Oman;omn;as;0.78725;0.731219
1983;Pakistan;pak;as;-0.159002;0.008224
1983;Philippines;phl;as;-0.202809;0.211305
1983;Qatar;qat;as;-0.091036;0.03663
1983;Saudi Arabia;sau;as;-0.392052;0.153239
1983;Singapore;sgp;as;0.345051;1.0413
1983;Syria;syr;as;-0.30833;-0.193953
1983;Thailand;tha;as;-0.322116;0.032878
1983;Turkey;tur;as;0.422683;0.153395
1983;Vietnam;vnm;as;-0.742823;-0.532269
1983;Albania;alb;eu;0.203431;-0.161986
1983;Austria;aut;eu;1.79615;1.4146
1983;Belgium;bel;eu;1.39186;1.24204
1983;Bulgaria;bgr;eu;0.835249;0.65033
1983;Switzerland;che;eu;1.83181;1.41574
1983;Germany;deu;eu;1.98972;1.50607
1983;Denmark;dnk;eu;1.37149;1.19765
1983;Spain;esp;eu;1.12307;0.951451
1983;Finland;fin;eu;1.47076;1.11999
1983;France;fra;eu;1.64592;1.30698
1983;United Kingdom;gbr;eu;1.81516;1.40268
1983;Greece;grc;eu;0.415651;0.352673
1983;Hungary;hun;eu;0.822882;0.712391
1983;Ireland;irl;eu;1.19683;1.12623
1983;Italy;ita;eu;1.65406;1.32863
1983;Netherlands;nld;eu;1.0928;1.13481
1983;Norway;nor;eu;0.91962;0.823855
1983;Poland;pol;eu;0.935998;1.00876
1983;Portugal;prt;eu;0.894749;0.607457
1983;Romania;rou;eu;0.69736;0.788562
1983;Sweden;swe;eu;1.88134;1.3646
1983;Canada;can;na;0.995635;1.39262
1983;Costa Rica;cri;na;0.151419;0.242832
1983;Dominican Republic;dom;na;-0.179084;0.129019
1983;Guatemala;gtm;na;0.186049;0.124919
1983;Honduras;hnd;na;-0.626635;-0.318061
1983;Jamaica;jam;na;-0.132885;-0.354398
1983;Mexico;mex;na;0.350078;1.24589
1983;Nicaragua;nic;na;-0.193166;-0.137292
1983;Panama;pan;na;0.315114;0.441075
1983;El Salvador;slv;na;0.345506;0.252777
1983;Trinidad and Tobago;tto;na;-0.113493;0.013479
1983;United States;usa;na;1.45447;1.50259
1983;Australia;aus;oc;-0.10869;0.539376
1983;New Zealand;nzl;oc;0.39262;0.614994
1983;Argentina;arg;sa;0.100525;0.51383
1983;Bolivia;bol;sa;-0.819953;-1.01587
1983;Brazil;bra;sa;0.196999;0.69327
1983;Chile;chl;sa;-0.170715;-0.422187
1983;Colombia;col;sa;0.198326;0.253896
1983;Ecuador;ecu;sa;-0.878952;-0.424705
1983;Peru;per;sa;-0.40929;-0.241849
1983;Paraguay;pry;sa;-0.69011;-0.84696
1983;Uruguay;ury;sa;0.288617;0.395762
1983;Venezuela;ven;sa;-0.87396;0.044615
1984;Angola;ago;af;-1.94971;-0.96167
1984;Cote d'Ivoire;civ;af;-1.03352;-0.807411
1984;Cameroon;cmr;af;-1.20592;-0.744772
1984;Democratic Republic of the Congo;cod;af;-1.34137;-1.48028
1984;Republic of the Congo;cog;af;-1.68953;-1.63654
1984;Algeria;dza;af;-1.18261;-0.516988
1984;Egypt;egy;af;-0.492947;-0.006347
1984;Ethiopia;eth;af;-0.70973;-1.1452
1984;Gabon;gab;af;-1.49385;-1.55772
1984;Ghana;gha;af;-1.22104;-1.6761
1984;Guinea;gin;af;-2.05419;-2.57216
1984;Kenya;ken;af;-0.88951;-0.975832
1984;Morocco;mar;af;-0.139479;-0.149702
1984;Madagascar;mdg;af;-1.27543;-1.70466
1984;Mozambique;moz;af;-0.411569;-0.503049
1984;Mauritania;mrt;af;-1.37713;-1.54678
1984;Nigeria;nga;af;-2.08999;-1.1601
1984;Sudan;sdn;af;-1.11237;-1.72815
1984;Senegal;sen;af;-0.622272;-1.45451
1984;Togo;tgo;af;-1.50714;-2.03978
1984;Tunisia;tun;af;0.071816;0.162411
1984;Tanzania;tza;af;-1.05332;-1.42508
1984;South Africa;zaf;af;-0.195382;0.276223
1984;Zambia;zmb;af;-0.838919;-1.40741
1984;Zimbabwe;zwe;af;-0.751496;-0.721811
1984;United Arab Emirates;are;as;-0.476698;0.460824
1984;Bangladesh;bgd;as;-0.681064;-1.38573
1984;China;chn;as;0.27951;0.614299
1984;Hong Kong;hkg;as;1.0832;1.0818
1984;Indonesia;idn;as;-1.30602;-0.51213
1984;India;ind;as;0.231607;0.437511
1984;Iran;irn;as;-1.12454;-1.03331
1984;Israel;isr;as;1.16666;1.01121
1984;Jordan;jor;as;0.838695;0.398461
1984;Japan;jpn;as;2.15818;1.65784
1984;Cambodia;khm;as;0.618817;0.293155
1984;South Korea;kor;as;0.925091;1.04303
1984;Kuwait;kwt;as;-0.216007;0.313087
1984;Laos;lao;as;-0.295409;-1.70355
1984;Lebanon;lbn;as;0.593993;0.470619
1984;Sri Lanka;lka;as;-0.527826;-0.795224
1984;Burma;mmr;as;-0.826776;-0.875174
1984;Mongolia;mng;as;-0.268388;-1.15743
1984;Malaysia;mys;as;0.22436;0.497177
1984;Oman;omn;as;0.573659;0.700572
1984;Pakistan;pak;as;-0.10831;-0.032403
1984;Philippines;phl;as;-0.149925;0.101969
1984;Qatar;qat;as;0.05032;0.286249
1984;Saudi Arabia;sau;as;-0.746958;0.364149
1984;Singapore;sgp;as;0.636899;1.08188
1984;Syria;syr;as;-0.229593;-0.078449
1984;Thailand;tha;as;-0.021323;0.275077
1984;Turkey;tur;as;0.18852;0.240579
1984;Vietnam;vnm;as;-0.783679;-0.656861
1984;Yemen;yem;as;0.318063;-0.64342
1984;Albania;alb;eu;-0.040355;-0.256004
1984;Austria;aut;eu;1.77997;1.4148
1984;Belgium;bel;eu;1.33047;1.28232
1984;Bulgaria;bgr;eu;0.674233;0.775416
1984;Switzerland;che;eu;1.97263;1.48262
1984;Germany;deu;eu;2.04753;1.54651
1984;Denmark;dnk;eu;1.39044;1.23664
1984;Spain;esp;eu;1.12951;1.08108
1984;Finland;fin;eu;1.44496;1.22714
1984;France;fra;eu;1.65194;1.35475
1984;United Kingdom;gbr;eu;1.87932;1.3984
1984;Greece;grc;eu;0.382953;0.512515
1984;Hungary;hun;eu;0.755505;0.798661
1984;Ireland;irl;eu;1.30511;1.2051
1984;Italy;ita;eu;1.67749;1.41545
1984;Netherlands;nld;eu;1.10124;1.19359
1984;Norway;nor;eu;0.855352;0.953293
1984;Poland;pol;eu;0.70727;0.922744
1984;Portugal;prt;eu;0.786569;0.794487
1984;Romania;rou;eu;0.696714;0.864114
1984;Sweden;swe;eu;1.91398;1.4239
1984;Canada;can;na;0.767403;1.15791
1984;Costa Rica;cri;na;0.122502;-0.022697
1984;Dominican Republic;dom;na;-0.332858;-0.318395
1984;Guatemala;gtm;na;0.072258;-0.123538
1984;Honduras;hnd;na;-0.608498;-0.535483
1984;Jamaica;jam;na;-0.006167;-0.360213
1984;Mexico;mex;na;0.392398;0.893841
1984;Nicaragua;nic;na;-0.632906;-0.480791
1984;Panama;pan;na;0.489499;0.586897
1984;El Salvador;slv;na;0.148986;0.060012
1984;Trinidad and Tobago;tto;na;-0.194203;-0.001284
1984;United States;usa;na;1.60668;1.36319
1984;Australia;aus;oc;-0.097552;0.651927
1984;New Zealand;nzl;oc;0.488338;0.669008
1984;Argentina;arg;sa;0.089542;0.428668
1984;Bolivia;bol;sa;-1.11108;-1.0932
1984;Brazil;bra;sa;0.375735;0.765792
1984;Chile;chl;sa;-0.322281;-0.259225
1984;Colombia;col;sa;0.256464;0.223581
1984;Ecuador;ecu;sa;-0.897574;-0.753512
1984;Peru;per;sa;-0.420794;-0.260849
1984;Paraguay;pry;sa;-0.86529;-0.804166
1984;Uruguay;ury;sa;0.349433;0.436349
1984;Venezuela;ven;sa;-0.671298;0.176272
1985;Angola;ago;af;-1.78521;-0.930796
1985;Cote d'Ivoire;civ;af;-0.966269;-0.875439
1985;Cameroon;cmr;af;-1.73297;-1.20647
1985;Democratic Republic of the Congo;cod;af;-1.24149;-1.44694
1985;Republic of the Congo;cog;af;-1.57239;-1.57563
1985;Algeria;dza;af;-1.10051;-0.532819
1985;Egypt;egy;af;-0.458009;0.021764
1985;Ethiopia;eth;af;-0.775537;-1.2327
1985;Gabon;gab;af;-1.1978;-1.55467
1985;Ghana;gha;af;-0.999115;-1.47159
1985;Guinea;gin;af;-1.72045;-2.39161
1985;Kenya;ken;af;-0.852445;-0.862073
1985;Morocco;mar;af;-0.165684;-0.11966
1985;Madagascar;mdg;af;-1.24666;-1.68951
1985;Mozambique;moz;af;-0.315261;-0.446905
1985;Mauritania;mrt;af;-1.04673;-1.41322
1985;Nigeria;nga;af;-2.07325;-1.29908
1985;Sudan;sdn;af;-0.836808;-1.84484
1985;Senegal;sen;af;-0.521592;-1.24339
1985;Togo;tgo;af;-1.58361;-1.91994
1985;Tunisia;tun;af;0.076952;0.191663
1985;Tanzania;tza;af;-0.890427;-1.25416
1985;South Africa;zaf;af;-0.188012;0.27335
1985;Zambia;zmb;af;-0.609474;-1.44429
1985;Zimbabwe;zwe;af;-0.69842;-0.726788
1985;United Arab Emirates;are;as;-0.392549;0.451389
1985;Bangladesh;bgd;as;-0.752768;-1.37523
1985;China;chn;as;0.23883;0.626297
1985;Hong Kong;hkg;as;0.99998;1.14768
1985;Indonesia;idn;as;-1.27708;-0.564733
1985;India;ind;as;0.209181;0.451349
1985;Iran;irn;as;-1.09122;-0.94956
1985;Israel;isr;as;1.24422;1.06168
1985;Jordan;jor;as;0.768842;0.267255
1985;Japan;jpn;as;2.2608;1.72214
1985;Cambodia;khm;as;0.565503;0.185229
1985;South Korea;kor;as;0.938733;1.06582
1985;Kuwait;kwt;as;-0.617154;0.237791
1985;Laos;lao;as;-0.041721;-0.807148
1985;Lebanon;lbn;as;0.47897;0.347914
1985;Sri Lanka;lka;as;-0.558963;-0.743805
1985;Burma;mmr;as;-0.715804;-0.903531
1985;Mongolia;mng;as;-0.318123;-1.10865
